Prefix,Country,"Network name",Interval
46720506,Sweden,"Telia Mobile",1/1
46720509,Sweden,"Telia Mobile",1/1
4672055,Sweden,"Telia Mobile",1/1
4672056,Sweden,"Telia Mobile",1/1
467206,Sweden,"Telia Mobile",1/1
467207,Sweden,"Telia Mobile",1/1
46720801,Sweden,"Telia Mobile",1/1
46720802,Sweden,"Telia Mobile",1/1
46720808,Sweden,"Telia Mobile",1/1
46720902,Sweden,"Telia Mobile",1/1
46720908,Sweden,"Telia Mobile",1/1
467210,Sweden,"Telia Mobile",1/1
467211,Sweden,"Telia Mobile",1/1
467212,Sweden,"Telia Mobile",1/1
467213,Sweden,"Telia Mobile",1/1
467220,Sweden,"Telia Mobile",1/1
467221,Sweden,"Telia Mobile",1/1
467222,Sweden,"Telia Mobile",1/1
467223,Sweden,"Telia Mobile",1/1
467224,Sweden,"Telia Mobile",1/1
46723401,Sweden,"Telia Mobile",1/1
46723404,Sweden,"Telia Mobile",1/1
46723405,Sweden,"Telia Mobile",1/1
46723406,Sweden,"Telia Mobile",1/1
46723407,Sweden,"Telia Mobile",1/1
4672341,Sweden,"Telia Mobile",1/1
4672402,Sweden,"Telia Mobile",1/1
467245,Sweden,"Telia Mobile",1/1
467246,Sweden,"Telia Mobile",1/1
467247,Sweden,"Telia Mobile",1/1
467248,Sweden,"Telia Mobile",1/1
467249,Sweden,"Telia Mobile",1/1
46725,Sweden,"Telia Mobile",1/1
467270,Sweden,"Telia Mobile",1/1
467271,Sweden,"Telia Mobile",1/1
467272,Sweden,"Telia Mobile",1/1
467273,Sweden,"Telia Mobile",1/1
467274,Sweden,"Telia Mobile",1/1
467280,Sweden,"Telia Mobile",1/1
467289,Sweden,"Telia Mobile",1/1
46730,Sweden,"Telia Mobile",1/1
467311,Sweden,"Telia Mobile",1/1
46731211,Sweden,"Telia Mobile",1/1
46731212,Sweden,"Telia Mobile",1/1
467316,Sweden,"Telia Mobile",1/1
4673173,Sweden,"Telia Mobile",1/1
4673174,Sweden,"Telia Mobile",1/1
4673175,Sweden,"Telia Mobile",1/1
467318,Sweden,"Telia Mobile",1/1
467319,Sweden,"Telia Mobile",1/1
467327,Sweden,"Telia Mobile",1/1
467329,Sweden,"Telia Mobile",1/1
4673456,Sweden,"Telia Mobile",1/1
467380,Sweden,"Telia Mobile",1/1
467381,Sweden,"Telia Mobile",1/1
467382,Sweden,"Telia Mobile",1/1
467383,Sweden,"Telia Mobile",1/1
467384,Sweden,"Telia Mobile",1/1
46738641,Sweden,"Telia Mobile",1/1
467610,Sweden,"Telia Mobile",1/1
467611,Sweden,"Telia Mobile",1/1
467612,Sweden,"Telia Mobile",1/1
467613,Sweden,"Telia Mobile",1/1
467614,Sweden,"Telia Mobile",1/1
4676478,Sweden,"Telia Mobile",1/1
4676670,Sweden,"Telia Mobile",1/1
4676671,Sweden,"Telia Mobile",1/1
4676672,Sweden,"Telia Mobile",1/1
4676673,Sweden,"Telia Mobile",1/1
4676674,Sweden,"Telia Mobile",1/1
4676676,Sweden,"Telia Mobile",1/1
4676677,Sweden,"Telia Mobile",1/1
467673,Sweden,"Telia Mobile",1/1
467676,Sweden,"Telia Mobile",1/1
467677,Sweden,"Telia Mobile",1/1
467678,Sweden,"Telia Mobile",1/1
467679,Sweden,"Telia Mobile",1/1
467680,Sweden,"Telia Mobile",1/1
467681,Sweden,"Telia Mobile",1/1
467682,Sweden,"Telia Mobile",1/1
467683,Sweden,"Telia Mobile",1/1
467684,Sweden,"Telia Mobile",1/1
4174279,Switzerland,"Bebbicell Mobile",1/1
4179977,Switzerland,"Bebbicell Mobile",1/1
4179978,Switzerland,"Bebbicell Mobile",1/1
4179979,Switzerland,"Bebbicell Mobile",1/1
4181579,Switzerland,"Bebbicell Mobile",1/1
4186074279,Switzerland,"Bebbicell Mobile",1/1
4186079977,Switzerland,"Bebbicell Mobile",1/1
4186079978,Switzerland,"Bebbicell Mobile",1/1
4186079979,Switzerland,"Bebbicell Mobile",1/1
41779,Switzerland,"Lycatel Mobile",1/1
41860779,Switzerland,"Lycatel Mobile",1/1
4174,Switzerland,Mobile,1/1
4175,Switzerland,Mobile,1/1
417698,Switzerland,Mobile,1/1
417699,Switzerland,Mobile,1/1
4177,Switzerland,Mobile,1/1
4186,Switzerland,Mobile,1/1
41,Switzerland,Other,1/1
4178,Switzerland,"Salt Mobile",1/1
4186078,Switzerland,"Salt Mobile",1/1
4158,Switzerland,Special,1/1
4184,Switzerland,Special,1/1
4187,Switzerland,Special,1/1
41760,Switzerland,"Sunrise Mobile",1/1
41761,Switzerland,"Sunrise Mobile",1/1
41762,Switzerland,"Sunrise Mobile",1/1
41763,Switzerland,"Sunrise Mobile",1/1
41764,Switzerland,"Sunrise Mobile",1/1
41765,Switzerland,"Sunrise Mobile",1/1
41766,Switzerland,"Sunrise Mobile",1/1
41767,Switzerland,"Sunrise Mobile",1/1
41768,Switzerland,"Sunrise Mobile",1/1
417690,Switzerland,"Sunrise Mobile",1/1
417691,Switzerland,"Sunrise Mobile",1/1
417692,Switzerland,"Sunrise Mobile",1/1
417693,Switzerland,"Sunrise Mobile",1/1
417694,Switzerland,"Sunrise Mobile",1/1
417695,Switzerland,"Sunrise Mobile",1/1
417696,Switzerland,"Sunrise Mobile",1/1
417697,Switzerland,"Sunrise Mobile",1/1
41772,Switzerland,"Sunrise Mobile",1/1
417731,Switzerland,"Sunrise Mobile",1/1
41860760,Switzerland,"Sunrise Mobile",1/1
41860761,Switzerland,"Sunrise Mobile",1/1
41860762,Switzerland,"Sunrise Mobile",1/1
41860763,Switzerland,"Sunrise Mobile",1/1
41860764,Switzerland,"Sunrise Mobile",1/1
41860765,Switzerland,"Sunrise Mobile",1/1
41860766,Switzerland,"Sunrise Mobile",1/1
41860767,Switzerland,"Sunrise Mobile",1/1
41860768,Switzerland,"Sunrise Mobile",1/1
418607690,Switzerland,"Sunrise Mobile",1/1
418607691,Switzerland,"Sunrise Mobile",1/1
418607692,Switzerland,"Sunrise Mobile",1/1
418607693,Switzerland,"Sunrise Mobile",1/1
418607694,Switzerland,"Sunrise Mobile",1/1
418607695,Switzerland,"Sunrise Mobile",1/1
418607696,Switzerland,"Sunrise Mobile",1/1
418607697,Switzerland,"Sunrise Mobile",1/1
41860772,Switzerland,"Sunrise Mobile",1/1
418607731,Switzerland,"Sunrise Mobile",1/1
41754,Switzerland,"Swisscom Mobile",1/1
41770,Switzerland,"Swisscom Mobile",1/1
41774,Switzerland,"Swisscom Mobile",1/1
41775,Switzerland,"Swisscom Mobile",1/1
41790,Switzerland,"Swisscom Mobile",1/1
41791,Switzerland,"Swisscom Mobile",1/1
41792,Switzerland,"Swisscom Mobile",1/1
41793,Switzerland,"Swisscom Mobile",1/1
41794,Switzerland,"Swisscom Mobile",1/1
41795,Switzerland,"Swisscom Mobile",1/1
41796,Switzerland,"Swisscom Mobile",1/1
41797,Switzerland,"Swisscom Mobile",1/1
41798,Switzerland,"Swisscom Mobile",1/1
417990,Switzerland,"Swisscom Mobile",1/1
417991,Switzerland,"Swisscom Mobile",1/1
417992,Switzerland,"Swisscom Mobile",1/1
417993,Switzerland,"Swisscom Mobile",1/1
417994,Switzerland,"Swisscom Mobile",1/1
417995,Switzerland,"Swisscom Mobile",1/1
417996,Switzerland,"Swisscom Mobile",1/1
418607540,Switzerland,"Swisscom Mobile",1/1
418607700,Switzerland,"Swisscom Mobile",1/1
418607701,Switzerland,"Swisscom Mobile",1/1
418607702,Switzerland,"Swisscom Mobile",1/1
41860774,Switzerland,"Swisscom Mobile",1/1
41860775,Switzerland,"Swisscom Mobile",1/1
41860790,Switzerland,"Swisscom Mobile",1/1
41860791,Switzerland,"Swisscom Mobile",1/1
41860792,Switzerland,"Swisscom Mobile",1/1
41860793,Switzerland,"Swisscom Mobile",1/1
41860794,Switzerland,"Swisscom Mobile",1/1
41860795,Switzerland,"Swisscom Mobile",1/1
41860796,Switzerland,"Swisscom Mobile",1/1
41860797,Switzerland,"Swisscom Mobile",1/1
41860798,Switzerland,"Swisscom Mobile",1/1
418607990,Switzerland,"Swisscom Mobile",1/1
418607991,Switzerland,"Swisscom Mobile",1/1
418607992,Switzerland,"Swisscom Mobile",1/1
418607993,Switzerland,"Swisscom Mobile",1/1
418607994,Switzerland,"Swisscom Mobile",1/1
418607995,Switzerland,"Swisscom Mobile",1/1
418607996,Switzerland,"Swisscom Mobile",1/1
417840,Switzerland,"Upc Cablecom Mobile",1/1
418607840,Switzerland,"Upc Cablecom Mobile",1/1
9639,Syria,Mobile,1/1
96394,Syria,"Mtn Mobile",1/1
96395,Syria,"Mtn Mobile",1/1
96396,Syria,"Mtn Mobile",1/1
963,Syria,Other,1/1
886905,Taiwan,"Cht Mobile",1/1
886910,Taiwan,"Cht Mobile",1/1
886911,Taiwan,"Cht Mobile",1/1
886912,Taiwan,"Cht Mobile",1/1
886919,Taiwan,"Cht Mobile",1/1
886921,Taiwan,"Cht Mobile",1/1
886928,Taiwan,"Cht Mobile",1/1
886932,Taiwan,"Cht Mobile",1/1
886933,Taiwan,"Cht Mobile",1/1
8869340,Taiwan,"Cht Mobile",1/1
8869341,Taiwan,"Cht Mobile",1/1
8869342,Taiwan,"Cht Mobile",1/1
8869343,Taiwan,"Cht Mobile",1/1
8869344,Taiwan,"Cht Mobile",1/1
886937,Taiwan,"Cht Mobile",1/1
886963,Taiwan,"Cht Mobile",1/1
8869650,Taiwan,"Cht Mobile",1/1
8869651,Taiwan,"Cht Mobile",1/1
8869652,Taiwan,"Cht Mobile",1/1
8869653,Taiwan,"Cht Mobile",1/1
8869654,Taiwan,"Cht Mobile",1/1
8869655,Taiwan,"Cht Mobile",1/1
8869656,Taiwan,"Cht Mobile",1/1
8869657,Taiwan,"Cht Mobile",1/1
8869658,Taiwan,"Cht Mobile",1/1
8869664,Taiwan,"Cht Mobile",1/1
8869665,Taiwan,"Cht Mobile",1/1
8869666,Taiwan,"Cht Mobile",1/1
8869667,Taiwan,"Cht Mobile",1/1
886972,Taiwan,"Cht Mobile",1/1
8869740,Taiwan,"Cht Mobile",1/1
8869741,Taiwan,"Cht Mobile",1/1
886975,Taiwan,"Cht Mobile",1/1
88697748886,Taiwan,"Cht Mobile",1/1
886978,Taiwan,"Cht Mobile",1/1
8869842,Taiwan,"Cht Mobile",1/1
8869843,Taiwan,"Cht Mobile",1/1
886988,Taiwan,"Cht Mobile",1/1
886991,Taiwan,"Cht Mobile",1/1
8869,Taiwan,"Non-Cht Mobile",1/1
886,Taiwan,Other,1/1
8862,Taiwan,Taipei,1/1
992918,Tajikistan,"Babylon Mobile",1/1
99298,Tajikistan,"Babylon Mobile",1/1
992372,Tajikistan,Dushanbe,1/1
9929,Tajikistan,Mobile,1/1
992,Tajikistan,Other,1/1
992911,Tajikistan,"Takom Mobile",1/1
992915,Tajikistan,"Takom Mobile",1/1
992917,Tajikistan,"Takom Mobile",1/1
992919,Tajikistan,"Takom Mobile",1/1
99250,Tajikistan,"Tcell Mobile",1/1
99277,Tajikistan,"Tcell Mobile",1/1
99292,Tajikistan,"Tcell Mobile",1/1
99293,Tajikistan,"Tcell Mobile",1/1
99295,Tajikistan,"Tk Mobile",1/1
99241,Tajikistan,"Tt Mobile",1/1
99255,Tajikistan,"Tt Mobile",1/1
99288,Tajikistan,"Tt Mobile",1/1
99290,Tajikistan,"Tt Mobile",1/1
25568,Tanzania,"Airtel Mobile",1/1
25569,Tanzania,"Airtel Mobile",1/1
25578,Tanzania,"Airtel Mobile",1/1
255798,Tanzania,"Benson Mobile",1/1
25561,Tanzania,"Dovetel Mobile",1/1
25562,Tanzania,Mobile,1/1
25566,Tanzania,Mobile,1/1
2557,Tanzania,Mobile,1/1
255,Tanzania,Other,1/1
25565,Tanzania,"Tigo Mobile",1/1
25567,Tanzania,"Tigo Mobile",1/1
25571,Tanzania,"Tigo Mobile",1/1
25572,Tanzania,"Ttcl Mobile",1/1
25573,Tanzania,"Ttcl Mobile",1/1
25575,Tanzania,"Vodacom Mobile",1/1
25576,Tanzania,"Vodacom Mobile",1/1
255225,Tanzania,"Zantel Fixed",1/1
255245,Tanzania,"Zantel Fixed",1/1
25577,Tanzania,"Zantel Mobile",1/1
25524,Tanzania,Zanzibar,1/1
662,Thailand,Bangkok,1/1
66112,Thailand,Mobile,1/1
6611862,Thailand,Mobile,1/1
66145,Thailand,Mobile,1/1
661678,Thailand,Mobile,1/1
661802,Thailand,Mobile,1/1
66600063,Thailand,Mobile,1/1
66600064,Thailand,Mobile,1/1
66600065,Thailand,Mobile,1/1
66600066,Thailand,Mobile,1/1
66600067,Thailand,Mobile,1/1
66600068,Thailand,Mobile,1/1
66600069,Thailand,Mobile,1/1
66600070,Thailand,Mobile,1/1
66600071,Thailand,Mobile,1/1
66600072,Thailand,Mobile,1/1
6661,Thailand,Mobile,1/1
66621,Thailand,Mobile,1/1
66622,Thailand,Mobile,1/1
66623,Thailand,Mobile,1/1
66624,Thailand,Mobile,1/1
66625,Thailand,Mobile,1/1
666260,Thailand,Mobile,1/1
6662610,Thailand,Mobile,1/1
6662612,Thailand,Mobile,1/1
6662613,Thailand,Mobile,1/1
666298,Thailand,Mobile,1/1
666299,Thailand,Mobile,1/1
66630,Thailand,Mobile,1/1
66631,Thailand,Mobile,1/1
666320,Thailand,Mobile,1/1
666321,Thailand,Mobile,1/1
666322,Thailand,Mobile,1/1
666323,Thailand,Mobile,1/1
666324,Thailand,Mobile,1/1
666325,Thailand,Mobile,1/1
666326,Thailand,Mobile,1/1
6663270,Thailand,Mobile,1/1
6663271,Thailand,Mobile,1/1
6663272,Thailand,Mobile,1/1
6663273,Thailand,Mobile,1/1
668,Thailand,Mobile,1/1
669,Thailand,Mobile,1/1
66,Thailand,Other,1/1
88216,Thuraya,"All Country",1/1
22890,Togo,"Cellulaire Mobile",1/1
22891,Togo,"Cellulaire Mobile",1/1
22892,Togo,"Cellulaire Mobile",1/1
22893,Togo,"Cellulaire Mobile",1/1
22896,Togo,"Moov Mobile",1/1
22897,Togo,"Moov Mobile",1/1
22898,Togo,"Moov Mobile",1/1
22899,Togo,"Moov Mobile",1/1
228,Togo,Other,1/1
690,Tokelau,"All Country",1/1
676,Tonga,"All Country",1/1
1868266,"Trinidad & Tobago","Digicel Mobile",1/1
1868267,"Trinidad & Tobago","Digicel Mobile",1/1
1868268,"Trinidad & Tobago","Digicel Mobile",1/1
1868269,"Trinidad & Tobago","Digicel Mobile",1/1
186827,"Trinidad & Tobago","Digicel Mobile",1/1
186828,"Trinidad & Tobago","Digicel Mobile",1/1
186829,"Trinidad & Tobago","Digicel Mobile",1/1
18683,"Trinidad & Tobago","Digicel Mobile",1/1
186839993,"Trinidad & Tobago",Mobile,1/1
186839994,"Trinidad & Tobago",Mobile,1/1
186839995,"Trinidad & Tobago",Mobile,1/1
186839996,"Trinidad & Tobago",Mobile,1/1
186839997,"Trinidad & Tobago",Mobile,1/1
186839998,"Trinidad & Tobago",Mobile,1/1
186846,"Trinidad & Tobago",Mobile,1/1
186847,"Trinidad & Tobago",Mobile,1/1
186848,"Trinidad & Tobago",Mobile,1/1
186849,"Trinidad & Tobago",Mobile,1/1
1868620,"Trinidad & Tobago",Mobile,1/1
1868678,"Trinidad & Tobago",Mobile,1/1
186868,"Trinidad & Tobago",Mobile,1/1
1868701,"Trinidad & Tobago",Mobile,1/1
1868702,"Trinidad & Tobago",Mobile,1/1
1868703,"Trinidad & Tobago",Mobile,1/1
1868704,"Trinidad & Tobago",Mobile,1/1
1868705,"Trinidad & Tobago",Mobile,1/1
1868706,"Trinidad & Tobago",Mobile,1/1
1868707,"Trinidad & Tobago",Mobile,1/1
1868708,"Trinidad & Tobago",Mobile,1/1
1868709,"Trinidad & Tobago",Mobile,1/1
1868710,"Trinidad & Tobago",Mobile,1/1
1868712,"Trinidad & Tobago",Mobile,1/1
1868713,"Trinidad & Tobago",Mobile,1/1
1868714,"Trinidad & Tobago",Mobile,1/1
1868715,"Trinidad & Tobago",Mobile,1/1
1868716,"Trinidad & Tobago",Mobile,1/1
1868717,"Trinidad & Tobago",Mobile,1/1
1868718,"Trinidad & Tobago",Mobile,1/1
1868719,"Trinidad & Tobago",Mobile,1/1
186872,"Trinidad & Tobago",Mobile,1/1
186873,"Trinidad & Tobago",Mobile,1/1
186874,"Trinidad & Tobago",Mobile,1/1
186875,"Trinidad & Tobago",Mobile,1/1
186876,"Trinidad & Tobago",Mobile,1/1
186877,"Trinidad & Tobago",Mobile,1/1
186878,"Trinidad & Tobago",Mobile,1/1
186879,"Trinidad & Tobago",Mobile,1/1
1868,"Trinidad & Tobago",Other,1/1
2163,Tunisia,"Orange Mobile",1/1
2165,Tunisia,"Orange Mobile",1/1
2162,Tunisia,"Orascom Mobile",1/1
216360,Tunisia,"Orascom Mobile",1/1
216361,Tunisia,"Orascom Mobile",1/1
216362,Tunisia,"Orascom Mobile",1/1
216363,Tunisia,"Orascom Mobile",1/1
216364,Tunisia,"Orascom Mobile",1/1
2164600,Tunisia,"Orascom Mobile",1/1
216,Tunisia,Other,1/1
21640,Tunisia,"Tuntel Mobile",1/1
21641,Tunisia,"Tuntel Mobile",1/1
21642,Tunisia,"Tuntel Mobile",1/1
216430,Tunisia,"Tuntel Mobile",1/1
216431,Tunisia,"Tuntel Mobile",1/1
21644,Tunisia,"Tuntel Mobile",1/1
216797,Tunisia,"Tuntel Mobile",1/1
2169,Tunisia,"Tuntel Mobile",1/1
90212,Turkey,Cities,1/1
90216,Turkey,Cities,1/1
90224,Turkey,Cities,1/1
90232,Turkey,Cities,1/1
90242,Turkey,Cities,1/1
90312,Turkey,Cities,1/1
90322,Turkey,Cities,1/1
90362,Turkey,Cities,1/1
905102220,Turkey,Mobile,1/1
90510260,Turkey,Mobile,1/1
90510261,Turkey,Mobile,1/1
90592,Turkey,Mobile,1/1
90594,Turkey,Mobile,1/1
90596,Turkey,Mobile,1/1
90392,Turkey,"North Cyprus",1/1
9053382,Turkey,"North Cyprus Turkcell Mobile",1/1
9053383,Turkey,"North Cyprus Turkcell Mobile",1/1
9053384,Turkey,"North Cyprus Turkcell Mobile",1/1
9053385,Turkey,"North Cyprus Turkcell Mobile",1/1
9053386,Turkey,"North Cyprus Turkcell Mobile",1/1
9053387,Turkey,"North Cyprus Turkcell Mobile",1/1
9053388,Turkey,"North Cyprus Turkcell Mobile",1/1
9053910,Turkey,"North Cyprus Turkcell Mobile",1/1
9054285,Turkey,"North Cyprus Vodafone Mobile",1/1
9054286,Turkey,"North Cyprus Vodafone Mobile",1/1
9054287,Turkey,"North Cyprus Vodafone Mobile",1/1
9054288,Turkey,"North Cyprus Vodafone Mobile",1/1
9054698,Turkey,"North Cyprus Vodafone Mobile",1/1
9054699,Turkey,"North Cyprus Vodafone Mobile",1/1
9054881,Turkey,"North Cyprus Vodafone Mobile",1/1
9054882,Turkey,"North Cyprus Vodafone Mobile",1/1
9054883,Turkey,"North Cyprus Vodafone Mobile",1/1
9054884,Turkey,"North Cyprus Vodafone Mobile",1/1
9054885,Turkey,"North Cyprus Vodafone Mobile",1/1
9054886,Turkey,"North Cyprus Vodafone Mobile",1/1
9054887,Turkey,"North Cyprus Vodafone Mobile",1/1
9054888,Turkey,"North Cyprus Vodafone Mobile",1/1
9054889,Turkey,"North Cyprus Vodafone Mobile",1/1
90,Turkey,Other,1/1
90444,Turkey,Special,1/1
9085023,Turkey,Special,1/1
9050,Turkey,"Turk Telekom  Mobile",1/1
9055,Turkey,"Turk Telekom  Mobile",1/1
9053,Turkey,"Turkcell Mobile",1/1
9054,Turkey,"Vodafone Mobile",1/1
9936,Turkmenistan,Mobile,1/1
993,Turkmenistan,Other,1/1
1649331,"Turks & Caicos","Digicel Mobile",1/1
1649332,"Turks & Caicos","Digicel Mobile",1/1
1649333,"Turks & Caicos","Digicel Mobile",1/1
1649338,"Turks & Caicos","Digicel Mobile",1/1
1649339,"Turks & Caicos","Digicel Mobile",1/1
1649341,"Turks & Caicos","Digicel Mobile",1/1
1649342,"Turks & Caicos","Digicel Mobile",1/1
1649343,"Turks & Caicos","Digicel Mobile",1/1
1649344,"Turks & Caicos","Digicel Mobile",1/1
1649345,"Turks & Caicos","Digicel Mobile",1/1
1649346,"Turks & Caicos","Digicel Mobile",1/1
1649347,"Turks & Caicos","Digicel Mobile",1/1
1649348,"Turks & Caicos","Digicel Mobile",1/1
1649349,"Turks & Caicos","Digicel Mobile",1/1
1649231,"Turks & Caicos",Mobile,1/1
1649232,"Turks & Caicos",Mobile,1/1
1649239,"Turks & Caicos",Mobile,1/1
1649241,"Turks & Caicos",Mobile,1/1
1649242,"Turks & Caicos",Mobile,1/1
1649243,"Turks & Caicos",Mobile,1/1
1649244,"Turks & Caicos",Mobile,1/1
1649245,"Turks & Caicos",Mobile,1/1
1649246,"Turks & Caicos",Mobile,1/1
1649247,"Turks & Caicos",Mobile,1/1
1649431,"Turks & Caicos",Mobile,1/1
1649432,"Turks & Caicos",Mobile,1/1
1649433,"Turks & Caicos",Mobile,1/1
1649441,"Turks & Caicos",Mobile,1/1
1649442,"Turks & Caicos",Mobile,1/1
1649443,"Turks & Caicos",Mobile,1/1
1649,"Turks & Caicos",Other,1/1
688,Tuvalu,"All Country",1/1
1340,"U.S. Virgin Islands","All Country",1/1
25675,Uganda,"Airtel Mobile",1/1
2563,Uganda,"Mtn Fixed & Mobile",1/1
25677,Uganda,"Mtn Fixed & Mobile",1/1
25678,Uganda,"Mtn Fixed & Mobile",1/1
256204,Uganda,"Orange Mobile",1/1
25673,Uganda,"Orange Mobile",1/1
25679,Uganda,"Orange Mobile",1/1
256,Uganda,Other,1/1
25674,Uganda,"Suretel Mobile",1/1
256203,Uganda,"Utl Fixed & Mobile",1/1
2564,Uganda,"Utl Fixed & Mobile",1/1
25671,Uganda,"Utl Fixed & Mobile",1/1
256723,Uganda,"Utl Fixed & Mobile",1/1
256200,Uganda,"Warid Fixed & Mobile",1/1
256201,Uganda,"Warid Fixed & Mobile",1/1
25670,Uganda,"Warid Fixed & Mobile",1/1
38063,Ukraine,"Astelit Mobile",1/1
38073,Ukraine,"Astelit Mobile",1/1
38093,Ukraine,"Astelit Mobile",1/1
380562,Ukraine,Dnipropetrovsk,1/1
3805637,Ukraine,Dnipropetrovsk,1/1
380567,Ukraine,Dnipropetrovsk,1/1
380622,Ukraine,Donetsk,1/1
380572,Ukraine,Kharkiv,1/1
380573,Ukraine,Kharkiv,1/1
380577,Ukraine,Kharkiv,1/1
38044,Ukraine,Kiev,1/1
38067,Ukraine,"Kievstar Mobile",1/1
38068,Ukraine,"Kievstar Mobile",1/1
38096,Ukraine,"Kievstar Mobile",1/1
38097,Ukraine,"Kievstar Mobile",1/1
38098,Ukraine,"Kievstar Mobile",1/1
380322,Ukraine,Lviv,1/1
38092,Ukraine,Mobile,1/1
38094,Ukraine,Mobile,1/1
380482,Ukraine,Odessa,1/1
380487,Ukraine,Odessa,1/1
380,Ukraine,Other,1/1
38091,Ukraine,"Ukr Telecom Mobile",1/1
38050,Ukraine,"Umc Mobile",1/1
38066,Ukraine,"Umc Mobile",1/1
38095,Ukraine,"Umc Mobile",1/1
38099,Ukraine,"Umc Mobile",1/1
97152,"United Arab Emirates","Du Mobile",1/1
97155,"United Arab Emirates","Du Mobile",1/1
97150,"United Arab Emirates","Etisalat Mobile",1/1
97156,"United Arab Emirates","Etisalat Mobile",1/1
971,"United Arab Emirates",Other,1/1
4473970,"United Kingdom","H3g Mobile",1/1
4473971,"United Kingdom","H3g Mobile",1/1
4473972,"United Kingdom","H3g Mobile",1/1
4473973,"United Kingdom","H3g Mobile",1/1
4473975,"United Kingdom","H3g Mobile",1/1
4473976,"United Kingdom","H3g Mobile",1/1
4473977,"United Kingdom","H3g Mobile",1/1
4473978,"United Kingdom","H3g Mobile",1/1
4473979,"United Kingdom","H3g Mobile",1/1
447400,"United Kingdom","H3g Mobile",1/1
447401,"United Kingdom","H3g Mobile",1/1
447402,"United Kingdom","H3g Mobile",1/1
447403,"United Kingdom","H3g Mobile",1/1
447411,"United Kingdom","H3g Mobile",1/1
447412,"United Kingdom","H3g Mobile",1/1
447413,"United Kingdom","H3g Mobile",1/1
447414,"United Kingdom","H3g Mobile",1/1
4474170,"United Kingdom","H3g Mobile",1/1
4474180,"United Kingdom","H3g Mobile",1/1
447426,"United Kingdom","H3g Mobile",1/1
447427,"United Kingdom","H3g Mobile",1/1
447428,"United Kingdom","H3g Mobile",1/1
447429,"United Kingdom","H3g Mobile",1/1
447445,"United Kingdom","H3g Mobile",1/1
447446,"United Kingdom","H3g Mobile",1/1
447447,"United Kingdom","H3g Mobile",1/1
447449,"United Kingdom","H3g Mobile",1/1
447450,"United Kingdom","H3g Mobile",1/1
4474527,"United Kingdom","H3g Mobile",1/1
4474528,"United Kingdom","H3g Mobile",1/1
4474529,"United Kingdom","H3g Mobile",1/1
447453,"United Kingdom","H3g Mobile",1/1
447454,"United Kingdom","H3g Mobile",1/1
447455,"United Kingdom","H3g Mobile",1/1
447456,"United Kingdom","H3g Mobile",1/1
4474586,"United Kingdom","H3g Mobile",1/1
4474589,"United Kingdom","H3g Mobile",1/1
447460,"United Kingdom","H3g Mobile",1/1
447462,"United Kingdom","H3g Mobile",1/1
447463,"United Kingdom","H3g Mobile",1/1
4474652,"United Kingdom","H3g Mobile",1/1
4474654,"United Kingdom","H3g Mobile",1/1
4474656,"United Kingdom","H3g Mobile",1/1
4474657,"United Kingdom","H3g Mobile",1/1
4474658,"United Kingdom","H3g Mobile",1/1
4474659,"United Kingdom","H3g Mobile",1/1
447472,"United Kingdom","H3g Mobile",1/1
447473,"United Kingdom","H3g Mobile",1/1
447474,"United Kingdom","H3g Mobile",1/1
447475,"United Kingdom","H3g Mobile",1/1
447476,"United Kingdom","H3g Mobile",1/1
447477,"United Kingdom","H3g Mobile",1/1
447478,"United Kingdom","H3g Mobile",1/1
447479,"United Kingdom","H3g Mobile",1/1
447480,"United Kingdom","H3g Mobile",1/1
447481,"United Kingdom","H3g Mobile",1/1
447482,"United Kingdom","H3g Mobile",1/1
4474884,"United Kingdom","H3g Mobile",1/1
4474885,"United Kingdom","H3g Mobile",1/1
4474887,"United Kingdom","H3g Mobile",1/1
4474889,"United Kingdom","H3g Mobile",1/1
447490,"United Kingdom","H3g Mobile",1/1
447491,"United Kingdom","H3g Mobile",1/1
447492,"United Kingdom","H3g Mobile",1/1
4475326,"United Kingdom","H3g Mobile",1/1
4475327,"United Kingdom","H3g Mobile",1/1
4475328,"United Kingdom","H3g Mobile",1/1
447533,"United Kingdom","H3g Mobile",1/1
4475378,"United Kingdom","H3g Mobile",1/1
4475379,"United Kingdom","H3g Mobile",1/1
447575,"United Kingdom","H3g Mobile",1/1
447576,"United Kingdom","H3g Mobile",1/1
447577,"United Kingdom","H3g Mobile",1/1
447578,"United Kingdom","H3g Mobile",1/1
447588,"United Kingdom","H3g Mobile",1/1
447723,"United Kingdom","H3g Mobile",1/1
447727,"United Kingdom","H3g Mobile",1/1
447728,"United Kingdom","H3g Mobile",1/1
447735,"United Kingdom","H3g Mobile",1/1
447737,"United Kingdom","H3g Mobile",1/1
447782,"United Kingdom","H3g Mobile",1/1
447828,"United Kingdom","H3g Mobile",1/1
4478290,"United Kingdom","H3g Mobile",1/1
4478291,"United Kingdom","H3g Mobile",1/1
4478292,"United Kingdom","H3g Mobile",1/1
4478293,"United Kingdom","H3g Mobile",1/1
4478294,"United Kingdom","H3g Mobile",1/1
4478295,"United Kingdom","H3g Mobile",1/1
4478296,"United Kingdom","H3g Mobile",1/1
447830,"United Kingdom","H3g Mobile",1/1
447832,"United Kingdom","H3g Mobile",1/1
447838,"United Kingdom","H3g Mobile",1/1
447846,"United Kingdom","H3g Mobile",1/1
